name,acronym,AP_location,DV_location,ML_location,avIndex
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.73,1.51,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.82,1.51,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.68,1.54,993
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.52,5.54,1.6,956
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.52,6.72,1.59,993
Parvicellular reticular nucleus,PARN,-6.52,6.01,1.66,989
Parvicellular reticular nucleus,PARN,-6.52,6.37,1.73,989
Parvicellular reticular nucleus,PARN,-6.52,6.43,1.76,989
arbor vitae,arb,-6.52,3.31,-1.33,1189
arbor vitae,arb,-6.52,3.42,1.65,1189
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.5,-1.61,956
Parvicellular reticular nucleus,PARN,-6.6,6.21,-1.56,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.45,-1.55,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.75,-1.55,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.26,-1.49,956
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.68,-1.5,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.91,-1.44,993
Medulla,MY,-6.6,6.6,-1.41,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.84,-1.4,993
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.43,-1.4,956
Intermediate reticular nucleus,IRN,-6.6,6.55,-1.37,979
Nucleus of the solitary tract,NTS,-6.6,5.26,-1.35,949
Parvicellular reticular nucleus,PARN,-6.6,6.36,-1.35,989
Nucleus of the solitary tract,NTS,-6.6,5.33,-1.32,949
Nucleus ambiguus ventral division,AMBv,-6.6,6.63,-1.31,973
Parvicellular reticular nucleus,PARN,-6.6,6.26,-1.3,989
Nucleus of the solitary tract,NTS,-6.6,5.25,-1.3,949
Intermediate reticular nucleus,IRN,-6.6,6.57,-1.29,979
Spinal vestibular nucleus,SPIV,-6.6,4.67,-1.28,1005
Nucleus of the solitary tract,NTS,-6.6,5.45,-1.27,949
Intermediate reticular nucleus,IRN,-6.6,6.61,-1.26,979
Parvicellular reticular nucleus,PARN,-6.6,5.94,-1.25,989
Parvicellular reticular nucleus,PARN,-6.6,6.21,-1.25,989
Intermediate reticular nucleus,IRN,-6.6,6.31,-1.23,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.65,-1.24,993
Nucleus of the solitary tract,NTS,-6.6,5.36,-1.21,949
Intermediate reticular nucleus,IRN,-6.6,6.39,-1.23,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.04,-1.24,993
Parvicellular reticular nucleus,PARN,-6.6,6.04,-1.21,989
Intermediate reticular nucleus,IRN,-6.6,6.2,-1.21,979
Nucleus of the solitary tract,NTS,-6.6,5.32,-1.2,949
Parvicellular reticular nucleus,PARN,-6.6,5.94,-1.2,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.06,-1.2,993
Parvicellular reticular nucleus,PARN,-6.6,6.02,-1.16,989
Intermediate reticular nucleus,IRN,-6.6,6.11,-1.17,979
Nucleus of the solitary tract,NTS,-6.6,5.31,-1.17,949
Nucleus of the solitary tract,NTS,-6.6,5.26,-1.14,949
Intermediate reticular nucleus,IRN,-6.6,6.35,-1.14,979
Intermediate reticular nucleus,IRN,-6.6,6.4,-1.14,979
Intermediate reticular nucleus,IRN,-6.6,6.31,-1.13,979
Parvicellular reticular nucleus,PARN,-6.6,5.76,-1.12,989
Parvicellular reticular nucleus,PARN,-6.6,5.87,-1.12,989
Nucleus of the solitary tract,NTS,-6.6,5.35,-1.12,949
Parvicellular reticular nucleus,PARN,-6.6,5.5,-1.1,989
Nucleus of the solitary tract,NTS,-6.6,5.27,-1.06,949
Parvicellular reticular nucleus,PARN,-6.6,5.85,-1.08,989
Intermediate reticular nucleus,IRN,-6.6,5.98,-1.09,979
Intermediate reticular nucleus,IRN,-6.6,6.29,-1.09,979
Intermediate reticular nucleus,IRN,-6.6,6.38,-1.08,979
Nucleus of the solitary tract,NTS,-6.6,5.32,-1.07,949
Intermediate reticular nucleus,IRN,-6.6,6.05,-1.06,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.98,-1.05,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.03,-1.05,993
Nucleus of the solitary tract,NTS,-6.6,5.15,-1.04,949
Intermediate reticular nucleus,IRN,-6.6,6.43,-1.03,979
Parvicellular reticular nucleus,PARN,-6.6,5.75,-1.02,989
Intermediate reticular nucleus,IRN,-6.6,5.91,-1.02,979
Intermediate reticular nucleus,IRN,-6.6,6.3,-1.02,979
Nucleus of the solitary tract,NTS,-6.6,5.32,-1,949
Intermediate reticular nucleus,IRN,-6.6,5.85,-1,979
Intermediate reticular nucleus,IRN,-6.6,6.34,-1.01,979
Parvicellular reticular nucleus,PARN,-6.6,5.7,-1,989
Nucleus of the solitary tract,NTS,-6.6,5.12,-0.99,949
Linear nucleus of the medulla,LIN,-6.6,6.16,-0.99,981
Linear nucleus of the medulla,LIN,-6.6,6.27,-0.99,981
Intermediate reticular nucleus,IRN,-6.6,5.73,-0.92,979
Linear nucleus of the medulla,LIN,-6.6,6.2,-0.96,981
Medial vestibular nucleus,MV,-6.6,5.07,-0.94,1004
Linear nucleus of the medulla,LIN,-6.6,6.29,-0.94,981
Nucleus of the solitary tract,NTS,-6.6,5.34,-0.93,949
Intermediate reticular nucleus,IRN,-6.6,6,-0.92,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.59,-0.93,983
Intermediate reticular nucleus,IRN,-6.6,5.82,-0.91,979
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.76,-0.91,983
Nucleus of the solitary tract,NTS,-6.6,5.46,-0.91,949
Parvicellular reticular nucleus,PARN,-6.6,5.55,-0.89,989
Intermediate reticular nucleus,IRN,-6.6,5.89,-0.9,979
Nucleus of the solitary tract,NTS,-6.6,5.32,-0.86,949
Intermediate reticular nucleus,IRN,-6.6,5.64,-0.89,979
Intermediate reticular nucleus,IRN,-6.6,5.68,-0.89,979
Nucleus of the solitary tract,NTS,-6.6,5.25,-0.88,949
Intermediate reticular nucleus,IRN,-6.6,6.32,-0.88,979
Nucleus of the solitary tract,NTS,-6.6,5.44,-0.85,949
Medulla,MY,-6.6,6.97,-0.88,936
Intermediate reticular nucleus,IRN,-6.6,5.6,-0.84,979
Intermediate reticular nucleus,IRN,-6.6,5.67,-0.84,979
Intermediate reticular nucleus,IRN,-6.6,5.96,-0.83,979
Intermediate reticular nucleus,IRN,-6.6,6.02,-0.83,979
Nucleus of the solitary tract,NTS,-6.6,5.27,-0.8,949
Intermediate reticular nucleus,IRN,-6.6,5.74,-0.82,979
Intermediate reticular nucleus,IRN,-6.6,6.14,-0.83,979
Intermediate reticular nucleus,IRN,-6.6,5.78,-0.8,979
Intermediate reticular nucleus,IRN,-6.6,5.82,-0.81,979
Medulla,MY,-6.6,7.05,-0.81,936
Medulla,MY,-6.6,7.11,-0.8,936
Nucleus of the solitary tract,NTS,-6.6,5.21,-0.79,949
Intermediate reticular nucleus,IRN,-6.6,5.88,-0.79,979
Intermediate reticular nucleus,IRN,-6.6,5.94,-0.78,979
Intermediate reticular nucleus,IRN,-6.6,5.5,-0.77,979
Intermediate reticular nucleus,IRN,-6.6,5.67,-0.77,979
Gigantocellular reticular nucleus,GRN,-6.6,6.91,-0.78,976
Intermediate reticular nucleus,IRN,-6.6,5.71,-0.74,979
Intermediate reticular nucleus,IRN,-6.6,6,-0.75,979
Medulla,MY,-6.6,7.02,-0.75,936
Intermediate reticular nucleus,IRN,-6.6,5.61,-0.75,979
Nucleus of the solitary tract,NTS,-6.6,5.23,-0.72,949
Nucleus of the solitary tract,NTS,-6.6,5.33,-0.72,949
Intermediate reticular nucleus,IRN,-6.6,5.51,-0.72,979
Intermediate reticular nucleus,IRN,-6.6,5.85,-0.72,979
Inferior olivary complex,IO,-6.6,7.45,-0.72,978
Intermediate reticular nucleus,IRN,-6.6,5.61,-0.67,979
Medulla,MY,-6.6,7.02,-0.7,936
Nucleus of the solitary tract,NTS,-6.6,5.27,-0.67,949
Intermediate reticular nucleus,IRN,-6.6,5.78,-0.68,979
Intermediate reticular nucleus,IRN,-6.6,5.45,-0.62,979
Medulla,MY,-6.6,7.03,-0.65,936
Intermediate reticular nucleus,IRN,-6.6,5.74,-0.62,979
Medulla,MY,-6.6,5.38,-0.61,936
Intermediate reticular nucleus,IRN,-6.6,5.66,-0.58,979
Dorsal motor nucleus of the vagus nerve,DMX,-6.6,5.18,-0.56,974
Intermediate reticular nucleus,IRN,-6.6,5.54,-0.55,979
Medulla,MY,-6.6,5.39,-0.54,936
Medulla,MY,-6.6,5.33,-0.52,936
Intermediate reticular nucleus,IRN,-6.6,5.56,-0.52,979
Medulla,MY,-6.6,6.94,-0.52,936
Medulla,MY,-6.6,5.3,-0.49,936
Intermediate reticular nucleus,IRN,-6.6,5.52,-0.48,979
Inferior olivary complex,IO,-6.6,6.79,-0.1,978
Inferior olivary complex,IO,-6.6,6.75,-0.05,978
crossed tectospinal pathway,tspc,-6.6,6.51,-0.03,1230
Nucleus raphe obscurus,RO,-6.6,6.65,0.04,1014
Gigantocellular reticular nucleus,GRN,-6.6,6.33,0.35,976
Medulla,MY,-6.6,5.19,0.4,936
Medulla,MY,-6.6,5.31,0.49,936
Medulla,MY,-6.6,5.35,0.51,936
Intermediate reticular nucleus,IRN,-6.6,5.44,0.58,979
Gigantocellular reticular nucleus,GRN,-6.6,6.33,0.57,976
Medulla,MY,-6.6,5.39,0.59,936
Gigantocellular reticular nucleus,GRN,-6.6,6.88,0.58,976
Dorsal motor nucleus of the vagus nerve,DMX,-6.6,5.24,0.61,974
Intermediate reticular nucleus,IRN,-6.6,5.49,0.62,979
Nucleus of the solitary tract,NTS,-6.6,5.35,0.63,949
Medulla,MY,-6.6,5.4,0.67,936
Intermediate reticular nucleus,IRN,-6.6,5.52,0.65,979
Dorsal motor nucleus of the vagus nerve,DMX,-6.6,5.21,0.66,974
Intermediate reticular nucleus,IRN,-6.6,5.81,0.66,979
Intermediate reticular nucleus,IRN,-6.6,5.5,0.68,979
Medial vestibular nucleus,MV,-6.6,5.08,0.69,1004
Intermediate reticular nucleus,IRN,-6.6,6.12,0.7,979
Nucleus of the solitary tract,NTS,-6.6,5.16,0.75,949
Intermediate reticular nucleus,IRN,-6.6,5.63,0.73,979
Nucleus of the solitary tract,NTS,-6.6,5.3,0.75,949
Intermediate reticular nucleus,IRN,-6.6,5.58,0.76,979
Gigantocellular reticular nucleus,GRN,-6.6,6.64,0.75,976
Intermediate reticular nucleus,IRN,-6.6,5.66,0.78,979
Gigantocellular reticular nucleus,GRN,-6.6,6.85,0.77,976
Nucleus of the solitary tract,NTS,-6.6,5.42,0.77,949
Intermediate reticular nucleus,IRN,-6.6,5.47,0.79,979
Inferior olivary complex,IO,-6.6,7.18,0.78,978
Medial vestibular nucleus,MV,-6.6,4.88,0.8,1004
Medial vestibular nucleus,MV,-6.6,5.03,0.8,1004
Intermediate reticular nucleus,IRN,-6.6,5.53,0.8,979
Nucleus of the solitary tract,NTS,-6.6,5.42,0.81,949
Intermediate reticular nucleus,IRN,-6.6,5.57,0.81,979
Medulla,MY,-6.6,7.12,0.81,936
Medulla,MY,-6.6,7.03,0.82,936
Nucleus of the solitary tract,NTS,-6.6,5.1,0.83,949
Medulla,MY,-6.6,6.99,0.82,936
Medulla,MY,-6.6,7.2,0.82,936
Nucleus of the solitary tract,NTS,-6.6,5.38,0.83,949
Lateral reticular nucleus magnocellular part,LRNm,-6.6,6.83,0.83,983
Nucleus of the solitary tract,NTS,-6.6,5.28,0.85,949
Intermediate reticular nucleus,IRN,-6.6,5.57,0.85,979
Nucleus of the solitary tract,NTS,-6.6,5.19,0.86,949
Parvicellular reticular nucleus,PARN,-6.6,5.49,0.86,989
Intermediate reticular nucleus,IRN,-6.6,5.72,0.86,979
Inferior olivary complex,IO,-6.6,7.24,0.86,978
Nucleus of the solitary tract,NTS,-6.6,5.13,0.87,949
Intermediate reticular nucleus,IRN,-6.6,5.81,0.87,979
Intermediate reticular nucleus,IRN,-6.6,5.89,0.87,979
Nucleus of the solitary tract,NTS,-6.6,5.32,0.9,949
Inferior olivary complex,IO,-6.6,7.29,0.87,978
Parvicellular reticular nucleus,PARN,-6.6,5.53,0.89,989
Intermediate reticular nucleus,IRN,-6.6,5.94,0.89,979
Medial vestibular nucleus,MV,-6.6,5,0.9,1004
Parvicellular reticular nucleus,PARN,-6.6,5.62,0.9,989
Intermediate reticular nucleus,IRN,-6.6,5.68,0.9,979
Linear nucleus of the medulla,LIN,-6.6,6.27,0.9,981
Nucleus of the solitary tract,NTS,-6.6,5.13,0.91,949
Intermediate reticular nucleus,IRN,-6.6,5.79,0.91,979
Intermediate reticular nucleus,IRN,-6.6,6.34,0.91,979
Medulla,MY,-6.6,7.01,0.91,936
Intermediate reticular nucleus,IRN,-6.6,5.81,0.94,979
Medulla,MY,-6.6,6.99,0.93,936
Nucleus of the solitary tract,NTS,-6.6,5.29,0.96,949
Parvicellular reticular nucleus,PARN,-6.6,5.61,0.95,989
Linear nucleus of the medulla,LIN,-6.6,6.25,0.95,981
Intermediate reticular nucleus,IRN,-6.6,5.95,0.96,979
Intermediate reticular nucleus,IRN,-6.6,6.08,0.96,979
Parvicellular reticular nucleus,PARN,-6.6,5.78,1,989
Nucleus of the solitary tract,NTS,-6.6,5.24,0.98,949
Nucleus of the solitary tract,NTS,-6.6,5.35,1,949
Parvicellular reticular nucleus,PARN,-6.6,5.65,0.99,989
Nucleus of the solitary tract,NTS,-6.6,5.16,1,949
Nucleus of the solitary tract,NTS,-6.6,5.42,1.01,949
Intermediate reticular nucleus,IRN,-6.6,5.93,1.01,979
Nucleus of the solitary tract,NTS,-6.6,5.1,1.02,949
Parvicellular reticular nucleus,PARN,-6.6,5.53,1.02,989
Nucleus of the solitary tract,NTS,-6.6,5.22,1.03,949
Intermediate reticular nucleus,IRN,-6.6,6.01,1.05,979
Intermediate reticular nucleus,IRN,-6.6,6.05,1.05,979
Parvicellular reticular nucleus,PARN,-6.6,5.72,1.06,989
Intermediate reticular nucleus,IRN,-6.6,6.17,1.06,979
Intermediate reticular nucleus,IRN,-6.6,6.39,1.06,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.07,1.06,993
Nucleus of the solitary tract,NTS,-6.6,5.25,1.1,949
Nucleus of the solitary tract,NTS,-6.6,5.17,1.08,949
Spinal vestibular nucleus,SPIV,-6.6,5.07,1.09,1005
Parvicellular reticular nucleus,PARN,-6.6,5.59,1.09,989
Nucleus of the solitary tract,NTS,-6.6,5.32,1.1,949
Parvicellular reticular nucleus,PARN,-6.6,5.77,1.1,989
Intermediate reticular nucleus,IRN,-6.6,6.29,1.1,979
Parvicellular reticular nucleus,PARN,-6.6,5.65,1.11,989
Nucleus of the solitary tract,NTS,-6.6,5.41,1.13,949
Parvicellular reticular nucleus,PARN,-6.6,5.94,1.13,989
Intermediate reticular nucleus,IRN,-6.6,6.16,1.13,979
Intermediate reticular nucleus,IRN,-6.6,6.35,1.16,979
Nucleus of the solitary tract,NTS,-6.6,5.21,1.13,949
Parvicellular reticular nucleus,PARN,-6.6,5.53,1.15,989
Parvicellular reticular nucleus,PARN,-6.6,5.89,1.16,989
Parvicellular reticular nucleus,PARN,-6.6,5.96,1.19,989
Spinal vestibular nucleus,SPIV,-6.6,5.11,1.19,1005
Nucleus of the solitary tract,NTS,-6.6,5.41,1.19,949
Intermediate reticular nucleus,IRN,-6.6,6.49,1.2,979
Intermediate reticular nucleus,IRN,-6.6,6.44,1.21,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.63,1.21,993
Parvicellular reticular nucleus,PARN,-6.6,6.12,1.24,989
Parvicellular reticular nucleus,PARN,-6.6,5.58,1.24,989
Intermediate reticular nucleus,IRN,-6.6,6.31,1.24,979
Intermediate reticular nucleus,IRN,-6.6,6.55,1.25,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7,1.24,993
Intermediate reticular nucleus,IRN,-6.6,6.42,1.25,979
Parvicellular reticular nucleus,PARN,-6.6,5.98,1.26,989
Intermediate reticular nucleus,IRN,-6.6,6.49,1.26,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.97,1.26,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.01,1.26,993
Spinal vestibular nucleus,SPIV,-6.6,5.11,1.28,1005
Intermediate reticular nucleus,IRN,-6.6,6.44,1.29,979
Intermediate reticular nucleus,IRN,-6.6,6.6,1.28,979
Intermediate reticular nucleus,IRN,-6.6,6.36,1.29,979
Parvicellular reticular nucleus,PARN,-6.6,5.9,1.3,989
Parvicellular reticular nucleus,PARN,-6.6,6.16,1.3,989
Intermediate reticular nucleus,IRN,-6.6,6.48,1.29,979
Intermediate reticular nucleus,IRN,-6.6,6.56,1.3,979
Nucleus of the solitary tract,NTS,-6.6,5.34,1.31,949
Nucleus of the solitary tract,NTS,-6.6,5.43,1.32,949
Intermediate reticular nucleus,IRN,-6.6,6.61,1.32,979
Intermediate reticular nucleus,IRN,-6.6,6.49,1.33,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.82,1.32,993
Nucleus of the solitary tract,NTS,-6.6,5.26,1.35,949
Parvicellular reticular nucleus,PARN,-6.6,6.32,1.35,989
Parvicellular reticular nucleus,PARN,-6.6,6.39,1.36,989
Nucleus ambiguus ventral division,AMBv,-6.6,6.69,1.35,973
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.96,1.35,993
Parvicellular reticular nucleus,PARN,-6.6,5.97,1.36,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.52,1.37,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.68,1.38,956
Parvicellular reticular nucleus,PARN,-6.6,6.35,1.38,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.39,1.4,956
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.86,1.41,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,7.02,1.41,993
Parvicellular reticular nucleus,PARN,-6.6,6.51,1.44,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.6,5.33,1.45,956
Linear nucleus of the medulla,LIN,-6.6,6.43,1.46,981
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.6,6.93,1.51,993
Fastigial nucleus,FN,-6.6,3.63,0.99,1098
Fastigial nucleus,FN,-6.6,3.41,1.25,1098
arbor vitae,arb,-6.6,3.46,1.59,1189
Parvicellular reticular nucleus,PARN,-6.68,6.08,-1.51,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,5.74,-1.46,956
Parvicellular reticular nucleus,PARN,-6.68,6.16,-1.46,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.92,-1.45,993
Medulla,MY,-6.68,6.7,-1.42,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.76,-1.42,993
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,5.46,-1.39,956
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.89,-1.39,993
Intermediate reticular nucleus,IRN,-6.68,6.59,-1.37,979
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,5.42,-1.35,956
Nucleus of the solitary tract,NTS,-6.68,5.26,-1.33,949
Parvicellular reticular nucleus,PARN,-6.68,6.04,-1.33,989
Intermediate reticular nucleus,IRN,-6.68,6.55,-1.33,979
Nucleus of the solitary tract,NTS,-6.68,5.35,-1.29,949
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.68,5.6,-1.3,956
Intermediate reticular nucleus,IRN,-6.68,6.47,-1.27,979
Parvicellular reticular nucleus,PARN,-6.68,6.01,-1.26,989
Intermediate reticular nucleus,IRN,-6.68,6.61,-1.26,979
Parvicellular reticular nucleus,PARN,-6.68,6.05,-1.25,989
Parvicellular reticular nucleus,PARN,-6.68,5.72,-1.25,989
Medulla,MY,-6.68,6.64,-1.22,936
Parvicellular reticular nucleus,PARN,-6.68,5.83,-1.21,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.73,-1.22,993
Intermediate reticular nucleus,IRN,-6.68,6.42,-1.2,979
Parvicellular reticular nucleus,PARN,-6.68,5.71,-1.18,989
Nucleus of the solitary tract,NTS,-6.68,5.15,-1.18,949
Intermediate reticular nucleus,IRN,-6.68,6.46,-1.16,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.68,6.63,-1.16,993
Nucleus of the solitary tract,NTS,-6.68,5.2,-1.15,949
Parvicellular reticular nucleus,PARN,-6.68,5.74,-1.12,989
Intermediate reticular nucleus,IRN,-6.68,6.38,-1.13,979
Intermediate reticular nucleus,IRN,-6.68,6.43,-1.11,979
Nucleus of the solitary tract,NTS,-6.68,5.33,-1.11,949
Nucleus of the solitary tract,NTS,-6.68,5.47,-1.11,949
Parvicellular reticular nucleus,PARN,-6.68,5.98,-1.11,989
Parvicellular reticular nucleus,PARN,-6.68,5.64,-1.1,989
Parvicellular reticular nucleus,PARN,-6.68,5.93,-1.1,989
Nucleus of the solitary tract,NTS,-6.68,5.26,-1.09,949
Intermediate reticular nucleus,IRN,-6.68,6.12,-1.07,979
Nucleus of the solitary tract,NTS,-6.68,5.19,-1.05,949
Parvicellular reticular nucleus,PARN,-6.68,5.84,-1.06,989
Intermediate reticular nucleus,IRN,-6.68,6.04,-1.05,979
Intermediate reticular nucleus,IRN,-6.68,6.37,-1.05,979
Nucleus of the solitary tract,NTS,-6.68,5.1,-1.05,949
Parvicellular reticular nucleus,PARN,-6.68,5.7,-1.04,989
Nucleus of the solitary tract,NTS,-6.68,5.32,-1,949
Intermediate reticular nucleus,IRN,-6.68,6.08,-1.01,979
Parvicellular reticular nucleus,PARN,-6.68,5.82,-1.01,989
Nucleus of the solitary tract,NTS,-6.68,5.41,-0.98,949
Parvicellular reticular nucleus,PARN,-6.68,5.67,-0.97,989
Nucleus of the solitary tract,NTS,-6.68,5.15,-0.97,949
Intermediate reticular nucleus,IRN,-6.68,5.87,-0.98,979
Nucleus of the solitary tract,NTS,-6.68,5.47,-0.96,949
Parvicellular reticular nucleus,PARN,-6.68,5.53,-0.94,989
Nucleus of the solitary tract,NTS,-6.68,5.14,-0.93,949
Intermediate reticular nucleus,IRN,-6.68,6.14,-0.93,979
Nucleus of the solitary tract,NTS,-6.68,5.24,-0.93,949
Nucleus of the solitary tract,NTS,-6.68,5.44,-0.92,949
Intermediate reticular nucleus,IRN,-6.68,5.81,-0.91,979
Nucleus of the solitary tract,NTS,-6.68,5.28,-0.9,949
Intermediate reticular nucleus,IRN,-6.68,5.9,-0.91,979
Inferior olivary complex,IO,-6.68,7.3,-0.91,978
Nucleus of the solitary tract,NTS,-6.68,5.08,-0.89,949
Intermediate reticular nucleus,IRN,-6.68,5.94,-0.89,979
Nucleus of the solitary tract,NTS,-6.68,5.11,-0.87,949
Nucleus of the solitary tract,NTS,-6.68,5.48,-0.86,949
Intermediate reticular nucleus,IRN,-6.68,5.69,-0.88,979
Nucleus of the solitary tract,NTS,-6.68,5.37,-0.85,949
Lateral reticular nucleus magnocellular part,LRNm,-6.68,6.99,-0.86,983
Nucleus of the solitary tract,NTS,-6.68,5.27,-0.84,949
Nucleus of the solitary tract,NTS,-6.68,5.43,-0.83,949
Intermediate reticular nucleus,IRN,-6.68,5.87,-0.84,979
